212349124800	-348825.0688338019	135554118.0476501	58738316.895795383	-3.027784098174831	-0.25073597856920288	0.1084393412860461
212349211200	-610358.6169413951	135511627.39681095	58738660.310474716	-3.0260779379015372	-0.73288072738395893	-0.10051700890537182
212349297600	-871704.45813063171	135427465.68588862	58720941.050782487	-3.0234384202601579	-1.2153926009103384	-0.30969928015060078
212349384000	-1132781.7609799805	135301588.53668863	58685134.100668281	-3.0198607948635474	-1.6985649163372247	-0.51923485908531786
212349470400	-1393509.1848468394	135133926.13893205	58631203.392038181	-3.0153380031790786	-2.1826932246524571	-0.72925226533884713
212349556800	-1653804.6784317731	134924383.01383549	58559101.687913395	-3.0098606337960421	-2.668076313216051	-0.93988158899088514
212349643200	-1913585.2724422538	134672837.69155836	58468770.42785839	-3.0034168618189336	-3.1550172322534129	-1.1512549395267337
212349729600	-2172766.8698430494	134379142.2954767	58360139.532879755	-2.9959923715012242	-3.6438243630888882	-1.3635069140731402
212349816000	-2431264.0253825472	134043122.0352075	58233127.170032464	-2.9875702612610859	-4.1348125246141674	-1.5767750834579348
212349902400	-2688989.7176252245	133664574.60047889	58087639.473542184	-2.9781309297364302	-4.6283041368468263	-1.791200504356605
212349988800	-2945855.1106101116	133243269.45096156	57923570.220120676	-2.9676519413661997	-5.1246304501784259	-2.0069282613589872
212350075200	-3201769.3016482927	132778946.99863666	57740800.456741624	-2.9561078697340433	-5.6241328489321756	-2.2241080428161357
212350161600	-3456639.0556938113	132271317.6720022	57539198.076273851	-2.9434701164054928	-6.1271642469493326	-2.4428947583048344
212350248000	-3710368.5222922321	131720060.85633515	57318617.338181056	-2.9297067027404364	-6.6340905863393562	-2.6634492027132119
212350334400	-3962858.9335704101	131124823.69880804	57078898.329326108	-2.9147820315968218	-7.1452924575020269	-2.8859387750118723
212350420800	-4214008.2798864488	130485219.76852591	56819866.360334888	-2.8986566153712885	-7.6611668576094463	-3.1105382594100042
212350507200	-4463710.9612324405	129800827.55566487	56541331.290531151	-2.8812867660860682	-8.1821291109160281	-3.3374306793256099
212350593600	-4711857.408734587	129071188.80029291	56243086.776957087	-2.8626242426987094	-8.7086149704032181	-3.5668082329646746
212350680000	-4958333.6744248271	128295806.62875719	55924909.437769882	-2.8426158496697123	-9.2410829325683466	-3.7988733247146329
212350766400	-5203020.9841995416	127474143.47893451	55586557.921548299	-2.8212029799267082	-9.7800167959971152	-4.0338397061150717
212350852800	-5445795.2479151385	126605618.79476556	55227771.873595484	-2.798321094171826	-10.325928498547642	-4.2719337420681303
212350939200	-5686526.5218198923	125689606.46078408	54848270.786207438	-2.7738991268198681	-10.879361278362687	-4.513395822569783
212351025600	-5925078.4162245793	124725431.9471539	54447752.719626769	-2.7478588071444974	-11.440893208309182	-4.7584819422639431
212351112000	-6161307.4395599449	123712369.13447146	54025892.879731536	-2.7201138821165207	-12.011141160464133	-5.0074654733120063
212351198400	-6395062.2722699931	122649636.76723404	53582342.029856205	-2.6905692243512216	-12.590765276381681	-5.2606391655700042
212351284800	-6626182.9551747711	121536394.50882608	53116724.72388491	-2.6591198061525891	-13.180474014345075	-5.5183174062770686
212351371200	-6854499.9854550948	120371738.51878841	52628637.325806558	-2.6256495154195432	-13.781029885498667	-5.7808387894582447
212351457600	-7079833.3008434903	119154696.50828663	52117645.795245409	-2.5900297854400325	-14.393255985010432	-6.0485690430244494
212351544000	-7301991.136449784	117884222.1906217	51583283.201833114	-2.5521180036741793	-15.018043463864826	-6.321904379135761
212351630400	-7520768.7330953879	116559189.03951587	51025046.929109208	-2.5117556571773512	-15.656360110850077	-6.6012753443079433
212351716800	-7735946.8721743543	115178383.25095221	50442395.521017112	-2.4687661626081878	-16.309260251220014	-6.8871512624276319
212351803200	-7947290.2076464044	113740495.78060354	49834745.113462843	-2.422952316379011	-16.977896216026064	-7.1800453853101489
212351889600	-8154545.357401995	112244113.31894337	49201465.388496853	-2.3740932853318455	-17.663531686962255	-7.4805208885454428
212351976000	-8357438.7128115138	110687708.00785053	48541874.963190511	-2.321941037380566	-18.367557307890223	-7.7891978892689782
212352062400	-8555673.9097372461	109069625.70481217	47855236.125158213	-2.266216086894342	-19.091509029123085	-8.1067616967093947
212352148800	-8748928.8977472894	107388072.51540296	47140748.789206035	-2.206602394577625	-19.837089788773426	-8.4339725687460394
212352235200	-8936852.5240219031	105641099.29051152	46397543.537651673	-2.1427412183541676	-20.606195275657392	-8.7716773115292845
212352321600	-9119060.5330208875	103826583.67335509	45624673.557489738	-2.0742236516306121	-21.400944738969017	-9.1208231591297988
212352408000	-9295130.850753475	101942209.24333934	44821105.268815726	-2.0005815085949883	-22.223718054219795	-9.48247448148914
212352494400	-9464597.9964316804	99985441.111822724	43985707.353891075	-1.9212761071732916	-23.077200645055498	-9.8578330457334644
212352580800	-9626946.4123967942	97953497.23516649	43117237.853670619	-1.8356843571964163	-23.964438314252117	-10.248262762677108
212352667200	-9781602.4476504959	95843314.471143022	42214328.890976951	-1.7430813588636189	-24.888904710484812	-10.655320156483082
212352753600	-9927924.650153229	93651508.127777651	41275468.453782909	-1.6426184343089243	-25.854585067412863	-11.08079220981358
212352840000	-10065191.912831863	91374323.395153269	40298978.50886295	-1.5332951146422735	-26.866081117787502	-11.5267438139288
212352926400	-10192588.865508854	89007576.584530294	39282988.503208064	-1.4139230286207842	-27.928743870997302	-11.995577867951113
212353012800	-10309187.697274793	86546583.355175853	38225402.973476686	-1.2830787896374238	-29.048843559451523	-12.490112265914147
212353099200	-10413925.288964706	83986070.195543975	37123861.566120923	-1.1390417159965924	-30.233789835237943	-13.013679736196091
212353185600	-10505574.098689631	81320064.073339701	35975689.153877288	-0.97971029722951186	-31.49242095765365	-13.570259086912232
212353272000	-10582704.599819694	78541753.159311026	34777832.817709975	-0.80248832648846369	-32.835389359295363	-14.164650370731195
212353358400	-10643636.094475817	75643308.685272008	33526781.16132341	-0.60412685809889621	-34.275684400641801	-14.802712637513768
212353444800	-10686371.22334451	72615653.551086947	32218459.392050814	-0.38050034768321317	-35.829354664558188	-15.491692832812662
212353531200	-10708507.103206195	69448156.575344861	30848090.519973282	-0.12628217918148893	-37.516527526886939	-16.240690669517665
212353617600	-10707112.120594	66128220.413462378	29410008.038731296	0.1655381990525483	-39.362884018457855	-17.061332056423137
212353704000	-10678550.798182528	62640713.425668061	27897397.293151289	0.50439604953724015	-41.401853379685136	-17.968772739241789
212353790400	-10618227.500309726	58967165.262733027	26301928.686729461	0.90332895433241645	-43.677988043199726	-18.983244540728094
212353876800	-10520198.226274939	55084591.648908488	24613220.825308219	1.3809294828430245	-46.252360673664839	-20.132532984632107
212353963200	-10376557.722864751	50963711.347147927	22818024.287378859	1.9647519062738119	-49.211610316266736	-21.456139709548825
212354049600	-10176421.373055877	46566112.814803429	20898921.420113634	2.6976395669404996	-52.684006962322165	-23.012694171576843
212354136000	-9904121.9802087713	41839482.228180654	18832130.166267134	3.6504444180630733	-56.87013665035753	-24.894156233972801
212354222400	-9535737.813956989	36708935.530476034	16583500.784053432	4.950387827140359	-62.107363395865264	-27.255769922941521
212354308800	-9031600.2183429804	31059571.488227587	14100421.874574188	6.8539867712019529	-69.024086882762674	-30.388105524117837
212354395200	-8317187.3564848248	24695706.256811909	11292793.819256948	9.9787666931369561	-78.986889312830542	-34.92734477112878
212354481600	-7218919.3738653073	17219469.298763279	7975841.9278737251	16.358101456177213	-95.886081562071695	-42.704278989540619
212354568000	-5066343.8381077843	7427091.631710534	3580110.6761610471	40.89153211677192	-140.97369718215225	-63.991970648971623
212354654400	4951878.5114054698	7406942.7714035306	2853242.7288633739	41.951217615946994	145.65105595231685	60.079446907751908
212354740800	7118993.6753651025	17416317.919794545	7033312.9710255479	16.230194848014694	97.371388576133299	41.011576741117956
212354827200	8201934.7558841379	24988923.489445321	10235648.942400372	9.7766031819172774	79.83760837546275	33.879688363756181
