0	5	0
0.1	4.53613	-8.85503
0.2	3.33371	-14.6624
0.3	1.71975	-16.8861
0.4	0.0692183	-15.691
0.5	-1.32622	-11.8738
0.6	-2.2555	-6.53393
0.7	-2.62471	-0.908465
0.8	-2.46096	3.97221
0.9	-1.88132	7.33131
1	-1.05811	8.8214
1.1	-0.177249	8.47717
1.2	0.588267	6.66769
1.3	1.1252	3.94255
1.4	1.36955	0.968235
1.5	1.32775	-1.70512
1.6	1.05396	-3.62586
1.7	0.63523	-4.5813
1.8	0.169948	-4.55483
1.9	-0.248379	-3.71423
2	-0.554896	-2.3369
2.1	-0.710062	-0.77217
2.2	-0.71234	0.683138
2.3	-0.58611	1.77068
2.4	-0.374858	2.36367
2.5	-0.130602	2.4338
2.6	0.0967573	2.05447
2.7	0.270016	1.36522
2.8	0.365693	0.546393
2.9	0.380066	-0.240765
3	0.323701	-0.851766
3.1	0.218121	-1.21107
3.2	0.0907682	-1.29338
3.3	-0.0322284	-1.12874
3.4	-0.129206	-0.788171
3.5	-0.186977	-0.361568
3.6	-0.201641	0.0609595
3.7	-0.177586	0.40223
3.8	-0.125374	0.615927
3.9	-0.059357	0.683289
4	0.00674525	0.616529
4.1	0.0606618	0.449955
4.2	0.0948624	0.229464
4.3	0.106386	0.00366665
4.4	0.0968505	-0.185471
4.5	0.0713876	-0.31054
4.6	0.0373484	-0.358961
4.7	0.00201386	-0.334785
4.8	-0.0277535	-0.254499
4.9	-0.0477111	-0.141327
5	-0.0558043	-0.0213358
5.1	-0.0525102	0.082817
5.2	-0.0402884	0.155067
5.3	-0.0228618	0.187463
5.4	-0.0040696	0.180777
5.5	0.0122598	0.142721
5.6	0.0237826	0.0849862
5.7	0.0290943	0.0217123
5.8	0.0283064	-0.0354155
5.9	0.022558	-0.0765622
6	0.0136849	-0.0972731
6.1	0.00379122	-0.0970664
6.2	-0.00514224	-0.0794429
6.3	-0.011713	-0.0502931
6.4	-0.0150741	-0.0170191
6.5	-0.0151779	0.0140417
6.6	-0.0125348	0.0373358
6.7	-0.00806322	0.0501517
6.8	-0.00287179	0.0518355
6.9	0.0019801	0.0439121
7	0.00569078	0.0293407
7.1	0.00775772	0.0119375
7.2	0.0080934	-0.00484777
7.3	0.00691786	-0.0179287
7.4	0.00468495	-0.0256792
7.5	0.00197857	-0.0275276
7.6	-0.000642066	-0.0241153
7.7	-0.00271977	-0.0169124
7.8	-0.00396363	-0.0078618
7.9	-0.0042917	0.00115247
8	-0.0037934	0.00844719
8.1	-0.0026905	0.0130493
8.2	-0.00128963	0.0145375
8.3	0.000122703	0.0131603
8.4	0.00127288	0.009649
8.5	0.00200901	0.00496816
8.6	0.00226275	0.000161632
8.7	0.00206696	-0.00388424
8.8	0.00153048	-0.00657126
8.9	0.000808036	-0.0076312
9	5.55116e-005	-0.00714215
9.1	-0.000580577	-0.00545213
9.2	-0.00100982	-0.00305026
9.3	-0.00118618	-0.000498501
9.4	-0.00112003	0.00172729
9.5	-0.000862949	0.0032779
9.6	-0.000493201	0.00398262
9.7	-9.38267e-005	0.00385434
9.8	0.000255296	0.0030554
9.9	0.000502668	0.00183198
10	0.000618064	0.000485204
10.1	0.000603502	-0.000731961
10.2	0.000482719	-0.00161691
10.3	0.000294927	-0.0020655
10.4	8.42522e-005	-0.00206868
10.5	-0.000106386	-0.00169889
10.6	-0.000247157	-0.0010824
10.7	-0.000319983	-0.000374628
10.8	-0.00032337	0.000288188
10.9	-0.000268053	0.0007871
11	-0.000173397	0.00106405
11.1	-6.31017e-005	0.00110394
11.2	4.04571e-005	0.000938461
11.3	0.000119901	0.000630552
11.4	0.000164556	0.00026061
11.5	0.000172335	-9.72382e-005
11.6	0.00014783	-0.000377301
11.7	0.000100607	-0.000544459
11.8	4.31463e-005	-0.000585903
11.9	-1.27416e-005	-0.000515059
12	-5.71965e-005	-0.000363012
12.1	-8.40092e-005	-0.000170763
12.2	-9.13307e-005	2.12835e-005
12.3	-8.10085e-005	0.000177366
12.4	-5.77242e-005	0.000276408
12.5	-2.7966e-005	0.000309208
12.6	2.03259e-006	0.000280973
12.7	2.67174e-005	0.000206846
12.8	4.25465e-005	0.000107578
12.9	4.81273e-005	5.11033e-006
13	4.41225e-005	-8.12996e-005
13.1	3.28019e-005	-0.000139092
13.2	1.74923e-005	-0.000162248
13.3	1.42846e-006	-0.00015237
13.4	-1.21407e-005	-0.000116786
13.5	-2.137e-005	-6.58172e-005
13.6	-2.52117e-005	-1.15615e-005
13.7	-2.38885e-005	3.60057e-005
13.8	-1.84829e-005	6.92779e-005
13.9	-1.06406e-005	8.46057e-005
14	-2.14497e-006	8.21755e-005
