0	5	0
0.1	4.97569	-0.484222
0.2	4.90363	-0.954174
0.3	4.78547	-1.40559
0.4	4.62326	-1.83448
0.5	4.41945	-2.23713
0.6	4.17683	-2.61016
0.7	3.89851	-2.95054
0.8	3.58789	-3.25562
0.9	3.24864	-3.52312
1	2.88459	-3.75118
1.1	2.49976	-3.93837
1.2	2.09831	-4.08368
1.3	1.68444	-4.1865
1.4	1.26243	-4.24667
1.5	0.836523	-4.26445
1.6	0.410931	-4.2405
1.7	-0.0102212	-4.17587
1.8	-0.422935	-4.072
1.9	-0.823372	-3.93067
2	-1.20789	-3.75399
2.1	-1.57307	-3.54439
2.2	-1.91576	-3.30456
2.3	-2.23307	-3.03742
2.4	-2.52244	-2.74612
2.5	-2.7816	-2.43396
2.6	-3.00865	-2.10439
2.7	-3.20202	-1.76095
2.8	-3.3605	-1.40725
2.9	-3.48325	-1.04692
3	-3.56978	-0.683586
3.1	-3.61998	-0.320823
3.2	-3.63408	0.0378635
3.3	-3.61266	0.389081
3.4	-3.55662	0.729576
3.5	-3.4672	1.05626
3.6	-3.34593	1.36625
3.7	-3.1946	1.65686
3.8	-3.01528	1.92566
3.9	-2.81027	2.17048
4	-2.58205	2.38941
4.1	-2.3333	2.58084
4.2	-2.06685	2.74345
4.3	-1.78561	2.87624
4.4	-1.49262	2.9785
4.5	-1.19094	3.04984
4.6	-0.883681	3.09018
4.7	-0.573931	3.09973
4.8	-0.264745	3.07901
4.9	0.0408886	3.02882
5	0.340073	2.95024
5.1	0.630033	2.84457
5.2	0.908137	2.7134
5.3	1.17192	2.5585
5.4	1.41911	2.38183
5.5	1.64764	2.18556
5.6	1.85565	1.97198
5.7	2.04153	1.74349
5.8	2.20393	1.50262
5.9	2.34173	1.25195
6	2.45408	0.994107
6.1	2.5404	0.731727
6.2	2.60037	0.467448
6.3	2.63392	0.203871
6.4	2.64125	-0.056464
6.5	2.62281	-0.311096
6.6	2.5793	-0.557671
6.7	2.51162	-0.793956
6.8	2.42092	-1.01786
6.9	2.30853	-1.22747
7	2.17596	-1.42102
7.1	2.02491	-1.59696
7.2	1.8572	-1.75393
7.3	1.67479	-1.89078
7.4	1.47975	-2.00657
7.5	1.2742	-2.10061
7.6	1.06037	-2.1724
7.7	0.840473	-2.2217
7.8	0.616778	-2.24846
7.9	0.391527	-2.25287
8	0.166937	-2.23533
8.1	-0.0548265	-2.19644
8.2	-0.271666	-2.13701
8.3	-0.481576	-2.05802
8.4	-0.682656	-1.96062
8.5	-0.87313	-1.84612
8.6	-1.05136	-1.71598
8.7	-1.21586	-1.57176
8.8	-1.3653	-1.41515
8.9	-1.49853	-1.24791
9	-1.61459	-1.07187
9.1	-1.71268	-0.888928
9.2	-1.7922	-0.700981
9.3	-1.85277	-0.509956
9.4	-1.89416	-0.317767
9.5	-1.91635	-0.126302
9.6	-1.9195	0.0625968
9.7	-1.90397	0.247148
9.8	-1.87028	0.425648
9.9	-1.8191	0.596485
10	-1.75128	0.758153
10.1	-1.66782	0.909266
10.2	-1.56982	1.04857
10.3	-1.45854	1.17494
10.4	-1.3353	1.2874
10.5	-1.20155	1.38516
10.6	-1.05878	1.46753
10.7	-0.90857	1.53404
10.8	-0.752515	1.58434
10.9	-0.592248	1.61827
11	-0.429407	1.63583
11.1	-0.265622	1.63717
11.2	-0.102504	1.62259
11.3	0.0583799	1.59255
11.4	0.215511	1.54765
11.5	0.36744	1.48863
11.6	0.512794	1.41632
11.7	0.650293	1.3317
11.8	0.77876	1.23584
11.9	0.897125	1.12988
12	1.00444	1.01506
12.1	1.09988	0.892656
12.2	1.18276	0.764019
12.3	1.25252	0.630515
12.4	1.30875	0.493538
12.5	1.35116	0.354485
12.6	1.37962	0.214746
12.7	1.39414	0.0756903
12.8	1.39483	-0.0613459
12.9	1.38198	-0.195074
13	1.35597	-0.324261
13.1	1.31731	-0.447744
13.2	1.26664	-0.564437
13.3	1.20469	-0.673344
13.4	1.13227	-0.773561
13.5	1.05029	-0.864289
13.6	0.959747	-0.944833
13.7	0.861683	-1.01461
13.8	0.757199	-1.07317
13.9	0.647435	-1.12015
14	0.533562	-1.15533
14.1	0.416766	-1.1786
14.2	0.298238	-1.18998
14.3	0.179163	-1.18958
14.4	0.0607067	-1.17764
14.5	-0.0559929	-1.15452
14.6	-0.169838	-1.12064
14.7	-0.279781	-1.07656
14.8	-0.384832	-1.02291
14.9	-0.484068	-0.960394
15	-0.576641	-0.889795
15.1	-0.661786	-0.811958
15.2	-0.738822	-0.727784
15.3	-0.807163	-0.638215
15.4	-0.866317	-0.544226
15.5	-0.915894	-0.446817
15.6	-0.9556	-0.347001
15.7	-0.985248	-0.245795
15.8	-1.00475	-0.144208
15.9	-1.01411	-0.0432329
16	-1.01345	0.0561621
16.1	-1.00296	0.153044
16.2	-0.982951	0.246522
16.3	-0.953798	0.335758
16.4	-0.915967	0.419968
16.5	-0.869996	0.498436
16.6	-0.816493	0.570514
16.7	-0.756125	0.635628
16.8	-0.689616	0.693285
16.9	-0.617731	0.743073
17	-0.541274	0.784664
17.1	-0.461079	0.817816
17.2	-0.377998	0.842377
17.3	-0.292893	0.858276
17.4	-0.206631	0.865531
17.5	-0.120072	0.864242
17.6	-0.0340611	0.854593
17.7	0.0505768	0.836841
17.8	0.133048	0.811319
17.9	0.212595	0.778429
18	0.288503	0.738636
18.1	0.360109	0.692462
18.2	0.426802	0.640484
18.3	0.488033	0.583318
18.4	0.543315	0.521625
18.5	0.59223	0.456091
18.6	0.634429	0.387428
18.7	0.669636	0.316366
18.8	0.697647	0.24364
18.9	0.718333	0.169991
19	0.731638	0.0961503
19.1	0.737581	0.0228387
19.2	0.736247	-0.0492428
19.3	0.727796	-0.119419
19.4	0.712448	-0.187047
19.5	0.690491	-0.251521
19.6	0.662268	-0.312277
19.7	0.628177	-0.3688
19.8	0.588665	-0.420625
19.9	0.544222	-0.467342
20	0.495378	-0.508599
20.1	0.442694	-0.544103
20.2	0.386757	-0.573624
20.3	0.328175	-0.596994
20.4	0.267567	-0.614107
20.5	0.205563	-0.624922
20.6	0.142792	-0.629458
20.7	0.0798783	-0.627796
20.8	0.017435	-0.620075
20.9	-0.043941	-0.606488
21	-0.103675	-0.587285
21.1	-0.161221	-0.562763
21.2	-0.216062	-0.533265
21.3	-0.267721	-0.499176
21.4	-0.315758	-0.460917
21.5	-0.35978	-0.418944
21.6	-0.399439	-0.373735
21.7	-0.434436	-0.325796
21.8	-0.464524	-0.275643
21.9	-0.489509	-0.223809
22	-0.509248	-0.17083
22.1	-0.523654	-0.117242
22.2	-0.532694	-0.0635766
22.3	-0.536385	-0.0103574
22.4	-0.534797	0.0419085
22.5	-0.528051	0.0927328
22.6	-0.516314	0.141651
22.7	-0.499799	0.188226
22.8	-0.478761	0.232051
22.9	-0.453493	0.272758
23	-0.424324	0.310011
23.1	-0.391615	0.343518
23.2	-0.355754	0.373028
23.3	-0.31715	0.398334
23.4	-0.276233	0.419273
23.5	-0.233445	0.435728
23.6	-0.189239	0.447629
23.7	-0.144072	0.454951
23.8	-0.0984009	0.457712
23.9	-0.0526793	0.455977
24	-0.00735188	0.449851
24.1	0.0371494	0.439481
24.2	0.0804089	0.425051
24.3	0.122031	0.406782
24.4	0.161646	0.384927
24.5	0.198907	0.359769
24.6	0.2335	0.331618
24.7	0.265141	0.300806
24.8	0.293584	0.267685
24.9	0.318614	0.232622
25	0.340056	0.195996
25.1	0.357774	0.158193
25.2	0.371668	0.119604
25.3	0.381681	0.0806179
25.4	0.387792	0.0416216
25.5	0.390018	0.0029935
25.6	0.388415	-0.0348987
25.7	0.383074	-0.071702
25.8	0.374122	-0.107081
25.9	0.361716	-0.14072
26	0.346046	-0.172327
26.1	0.327328	-0.201636
26.2	0.305803	-0.228408
26.3	0.281738	-0.252433
26.4	0.255414	-0.273533
26.5	0.227133	-0.29156
26.6	0.197208	-0.306401
26.7	0.165962	-0.317975
26.8	0.133724	-0.326234
26.9	0.100826	-0.331163
27	0.0676017	-0.332781
27.1	0.0343789	-0.331137
27.2	0.00148035	-0.326312
27.3	-0.0307811	-0.318416
27.4	-0.0621051	-0.307587
27.5	-0.0922061	-0.293986
27.6	-0.120816	-0.277802
27.7	-0.147687	-0.259243
27.8	-0.172593	-0.238535
27.9	-0.195331	-0.215922
28	-0.215723	-0.191662
28.1	-0.233617	-0.166022
28.2	-0.24889	-0.139279
28.3	-0.261446	-0.111713
28.4	-0.271215	-0.0836094
28.5	-0.278159	-0.0552507
28.6	-0.282266	-0.0269174
28.7	-0.283552	0.00111607
28.8	-0.282062	0.0285836
28.9	-0.277863	0.0552299
29	-0.271051	0.0808126
29.1	-0.261744	0.105104
29.2	-0.25008	0.127895
29.3	-0.236221	0.148994
29.4	-0.220344	0.168228
29.5	-0.202643	0.18545
29.6	-0.183325	0.20053
29.7	-0.162611	0.213366
29.8	-0.14073	0.223877
29.9	-0.117915	0.232007
30	-0.0944085	0.237725
30.1	-0.0704509	0.241023
30.2	-0.0462841	0.241916
30.3	-0.0221466	0.240444
30.4	0.00172787	0.236667
30.5	0.0251128	0.230669
30.6	0.047791	0.222551
30.7	0.0695563	0.212434
30.8	0.0902156	0.200455
30.9	0.10959	0.186768
31	0.127518	0.17154
31.1	0.143853	0.154949
31.2	0.158469	0.137183
31.3	0.171257	0.118437
31.4	0.18213	0.0989124
31.5	0.19102	0.0788149
31.6	0.197881	0.0583505
31.7	0.202685	0.0377251
