0	5	0
0.1	4.54932	-8.48162
0.2	3.41989	-13.504
0.3	1.96628	-15.0147
0.4	0.515558	-13.5797
0.5	-0.682686	-10.1397
0.6	-1.48116	-5.76002
0.7	-1.8362	-1.41741
0.8	-1.79091	2.14772
0.9	-1.44732	4.5033
1	-0.934915	5.52764
1.1	-0.381813	5.35731
1.2	0.106989	4.30286
1.3	0.462297	2.75426
1.4	0.654234	1.09497
1.5	0.688135	-0.36272
1.6	0.595345	-1.41478
1.7	0.421687	-1.97517
1.8	0.216152	-2.06293
1.9	0.0216986	-1.77416
2	-0.130735	-1.24728
2.1	-0.22474	-0.629223
2.2	-0.257851	-0.0480733
2.3	-0.238687	0.4046
2.4	-0.182856	0.680941
2.5	-0.10862	0.774775
2.6	-0.0331157	0.712867
2.7	0.0303319	0.542549
2.8	0.0736148	0.318717
2.9	0.0940118	0.092579
3	0.0933902	-0.0963098
3.1	0.0768038	-0.22413
3.2	0.0508712	-0.283203
3.3	0.0222656	-0.279518
3.4	-0.00344892	-0.228479
3.5	-0.0225167	-0.150036
3.6	-0.0332126	-0.0641704
3.7	-0.0356617	0.0125573
3.8	-0.0313822	0.0690613
3.9	-0.0226961	0.100353
4	-0.0121387	0.106969
4.1	-0.0019719	0.0935738
4.2	0.00614241	0.0671884
4.3	0.0112874	0.0354217
4.4	0.0132744	0.00502032
4.5	0.0125037	-0.0190924
4.6	0.00975731	-0.0342366
4.7	0.00597401	-0.0399105
4.8	0.00205048	-0.0373639
4.9	-0.0013034	-0.0289709
5	-0.00364312	-0.0175552
5.1	-0.00480371	-0.00579764
5.2	-0.00486246	0.00419304
5.3	-0.00406854	0.0111091
5.4	-0.00275959	0.0144811
5.5	-0.00128262	0.0145613
5.6	6.80244e-005	0.0121106
5.7	0.00108907	0.00814741
5.8	0.00168194	0.00371139
5.9	0.00184512	-0.000320906
6	0.00165159	-0.00334887
6.1	0.00121869	-0.00508649
6.2	0.000677421	-0.00553769
6.3	0.000146676	-0.00492737
6.4	-0.000284466	-0.00361065
6.5	-0.000565068	-0.00198092
6.6	-0.000682149	-0.000393004
6.7	-0.000653996	0.000889008
6.8	-0.000519646	0.00171594
6.9	-0.000327268	0.00205224
7	-0.000123706	0.00195535
7.1	5.32895e-005	0.00154394
7.2	0.000179437	0.000963
7.3	0.000244942	0.000352651
7.4	0.000252774	-0.000174894
7.5	0.000215156	-0.000548114
